student_id,programme_id,academic_year,year_level,is_first_year_entrant,enrol_status,credits_attempted,credits_earned
S00124,P06,2024,3,False,Enrolled,50,45
S00124,P06,2025,4,False,Enrolled,60,43
S00125,P02,2022,1,True,Enrolled,60,55
S00125,P02,2023,2,False,Enrolled,60,52
S00125,P02,2024,3,False,Enrolled,60,51
S00125,P02,2025,4,False,Enrolled,50,43
S00126,P03,2023,1,True,Enrolled,50,44
S00126,P03,2024,2,False,Enrolled,60,51
S00127,P07,2022,1,True,Enrolled,60,50
S00127,P07,2023,2,False,Enrolled,60,47
S00127,P04,2024,3,False,Enrolled,60,43
S00128,P01,2025,1,True,Enrolled,60,49
S00129,P07,2025,1,True,Enrolled,60,51
S00130,P05,2023,1,True,Enrolled,60,55
S00130,P01,2024,2,False,Enrolled,60,55
S00130,P01,2025,3,False,Enrolled,50,45
S00131,P10,2024,1,True,Enrolled,50,42
S00131,P10,2025,2,False,Enrolled,60,46
S00132,P07,2021,1,True,Enrolled,60,53
S00133,P08,2024,1,True,Enrolled,60,49
S00133,P08,2025,2,False,Enrolled,60,60
S00134,P02,2024,1,True,Enrolled,60,55
S00134,P02,2025,2,False,Enrolled,60,48
S00135,P04,2021,1,True,Enrolled,60,58
S00135,P04,2022,2,False,Enrolled,60,58
S00135,P04,2023,3,False,Enrolled,60,47
S00135,P04,2024,4,False,Enrolled,60,58
S00135,P04,2025,4,False,Enrolled,60,50
S00136,P12,2022,1,True,Enrolled,60,57
S00136,P12,2023,2,False,Enrolled,60,60
S00137,P06,2022,1,True,Enrolled,60,48
S00137,P06,2023,2,False,Enrolled,60,60
S00137,P06,2024,3,False,Enrolled,60,50
S00137,P06,2025,4,False,Enrolled,60,46
S00138,P05,2021,1,True,Enrolled,60,50
S00139,P11,2024,1,True,Enrolled,60,48
S00139,P11,2025,2,False,Enrolled,50,39
S00140,P01,2025,1,True,Enrolled,60,47
S00141,P07,2024,1,True,Enrolled,60,49
S00141,P07,2025,2,False,Enrolled,60,48
S00142,P03,2023,1,True,Enrolled,60,57
S00142,P03,2024,2,False,Enrolled,60,51
S00142,P03,2025,3,False,Enrolled,50,46
S00143,P05,2023,1,True,Enrolled,60,55
S00143,P05,2024,2,False,Enrolled,60,53
S00143,P03,2025,3,False,Enrolled,50,43
S00144,P03,2023,1,True,Enrolled,60,47
S00144,P03,2024,2,False,Enrolled,60,47
S00144,P03,2025,3,False,Enrolled,50,36
S00145,P01,2024,1,True,Enrolled,60,46
S00145,P12,2025,2,False,Enrolled,60,46
S00146,P05,2022,1,True,Enrolled,60,53
S00146,P05,2023,2,False,Enrolled,60,51
S00146,P05,2024,3,False,Enrolled,50,43
S00146,P05,2025,4,False,Enrolled,50,43
S00147,P10,2022,1,True,Enrolled,60,52
S00147,P12,2023,2,False,Enrolled,50,43
S00147,P12,2024,3,False,Enrolled,50,49
S00147,P12,2025,4,False,Enrolled,60,51
S00148,P12,2024,1,True,Enrolled,60,60
S00148,P12,2025,2,False,Enrolled,60,60
S00149,P08,2023,1,True,Enrolled,60,51
S00149,P08,2024,2,False,Enrolled,60,56
S00149,P08,2025,3,False,Enrolled,50,47
S00150,P05,2021,1,True,Enrolled,60,54
S00150,P05,2022,2,False,Enrolled,60,53
S00150,P11,2023,3,False,Enrolled,60,47
S00150,P11,2024,4,False,Enrolled,50,48
S00150,P11,2025,4,False,Enrolled,60,58
S00151,P09,2021,1,True,Enrolled,60,49
S00151,P09,2022,2,False,Enrolled,60,48
S00151,P04,2023,3,False,Enrolled,60,42
S00151,P04,2024,4,False,Enrolled,60,53
S00151,P04,2025,4,False,Enrolled,60,50
S00152,P06,2022,1,True,Enrolled,60,42
S00152,P06,2023,2,False,Enrolled,50,40
S00152,P06,2024,3,False,Enrolled,60,43
S00152,P11,2025,4,False,Enrolled,60,49
S00153,P05,2023,1,True,Enrolled,60,44
S00153,P05,2024,2,False,Enrolled,60,43
S00154,P03,2022,1,True,Enrolled,50,43
S00155,P10,2021,1,True,Enrolled,60,52
S00155,P10,2022,2,False,Enrolled,60,48
S00155,P07,2023,3,False,Enrolled,60,59
S00155,P12,2024,4,False,Enrolled,60,52
S00155,P12,2025,4,False,Enrolled,60,58
S00156,P06,2022,1,True,Enrolled,60,52
S00156,P06,2023,2,False,Enrolled,60,43
S00156,P06,2024,3,False,Enrolled,60,53
S00156,P07,2025,4,False,Enrolled,50,41
S00157,P12,2021,1,True,Enrolled,50,44
S00157,P12,2022,2,False,Enrolled,50,50
S00157,P12,2023,3,False,Enrolled,50,47
S00157,P12,2024,4,False,Enrolled,60,53
S00157,P12,2025,4,False,Enrolled,50,44
S00158,P10,2025,1,True,Enrolled,60,59
S00159,P05,2022,1,True,Enrolled,60,51
S00159,P05,2023,2,False,Enrolled,50,46
S00159,P05,2024,3,False,Enrolled,60,52
S00159,P05,2025,4,False,Enrolled,50,43
S00160,P09,2021,1,True,Enrolled,60,55
S00161,P06,2024,1,True,Enrolled,60,52
S00161,P06,2025,2,False,Enrolled,60,51
S00162,P01,2022,1,True,Enrolled,60,56
S00162,P01,2023,2,False,Enrolled,60,49
S00162,P01,2024,3,False,Enrolled,60,56
S00162,P08,2025,4,False,Enrolled,50,45
S00163,P06,2023,1,True,Enrolled,60,49
S00164,P11,2021,1,True,Enrolled,50,44
S00164,P11,2022,2,False,Enrolled,60,48
S00164,P11,2023,3,False,Enrolled,60,47
S00164,P11,2024,4,False,Enrolled,60,56
S00164,P11,2025,4,False,Enrolled,50,45
S00165,P11,2025,1,True,Enrolled,60,57
S00166,P07,2025,1,True,Enrolled,60,59
S00167,P05,2024,1,True,Enrolled,60,54
S00167,P05,2025,2,False,Enrolled,50,37
S00168,P01,2024,1,True,Enrolled,60,55
S00168,P01,2025,2,False,Enrolled,60,49
S00169,P05,2023,1,True,Enrolled,60,45
S00169,P05,2024,2,False,Enrolled,60,49
S00169,P11,2025,3,False,Enrolled,60,51
S00170,P12,2025,1,True,Enrolled,50,41
S00171,P09,2023,1,True,Enrolled,60,46
S00171,P09,2024,2,False,Enrolled,60,51
S00171,P09,2025,3,False,Enrolled,60,48
S00172,P09,2022,1,True,Enrolled,60,56
S00172,P09,2023,2,False,Enrolled,60,50
S00173,P09,2021,1,True,Enrolled,50,35
S00173,P09,2022,2,False,Enrolled,50,38
S00173,P09,2023,3,False,Enrolled,60,43
S00173,P09,2024,4,False,Enrolled,60,52
S00174,P08,2022,1,True,Enrolled,60,45
S00174,P08,2023,2,False,Enrolled,60,48
S00174,P08,2024,3,False,Enrolled,60,44
S00174,P08,2025,4,False,Enrolled,60,53
S00175,P07,2024,1,True,Enrolled,60,48
S00176,P06,2022,1,True,Enrolled,60,60
S00176,P06,2023,2,False,Enrolled,50,46
S00176,P06,2024,3,False,Enrolled,60,53
S00176,P06,2025,4,False,Enrolled,50,46
S00177,P06,2024,1,True,Enrolled,60,49
S00177,P06,2025,2,False,Enrolled,60,50
S00178,P11,2023,1,True,Enrolled,60,55
S00179,P05,2025,1,True,Enrolled,60,49
S00180,P11,2023,1,True,Enrolled,60,47
S00180,P11,2024,2,False,Enrolled,50,44
S00180,P11,2025,3,False,Enrolled,50,49
S00181,P10,2024,1,True,Enrolled,50,47
S00181,P06,2025,2,False,Enrolled,60,59
S00182,P09,2023,1,True,Enrolled,50,48
S00182,P04,2024,2,False,Enrolled,60,46
S00182,P04,2025,3,False,Enrolled,50,42
S00183,P01,2025,1,True,Enrolled,50,39
S00184,P02,2021,1,True,Enrolled,50,43
S00184,P02,2022,2,False,Enrolled,60,52
S00184,P02,2023,3,False,Enrolled,60,56
S00184,P01,2024,4,False,Enrolled,50,37
S00184,P01,2025,4,False,Enrolled,60,54
S00185,P05,2021,1,True,Enrolled,60,49
S00185,P05,2022,2,False,Enrolled,50,41
S00185,P05,2023,3,False,Enrolled,60,44
S00186,P11,2024,1,True,Enrolled,60,57
S00186,P11,2025,2,False,Enrolled,60,52
S00187,P11,2024,1,True,Enrolled,60,52
S00188,P01,2023,1,True,Enrolled,60,53
S00189,P05,2022,1,True,Enrolled,60,44
S00190,P11,2022,1,True,Enrolled,50,39
S00190,P11,2023,2,False,Enrolled,60,58
S00190,P11,2024,3,False,Enrolled,50,43
S00190,P11,2025,4,False,Enrolled,50,44
S00191,P04,2022,1,True,Enrolled,60,53
S00191,P04,2023,2,False,Enrolled,60,46
S00191,P04,2024,3,False,Enrolled,60,54
S00191,P04,2025,4,False,Enrolled,50,43
S00192,P12,2025,1,True,Enrolled,60,41
S00193,P06,2022,1,True,Enrolled,60,48
S00193,P06,2023,2,False,Enrolled,60,55
S00193,P06,2024,3,False,Enrolled,50,47
S00193,P06,2025,4,False,Enrolled,60,55
S00194,P12,2024,1,True,Enrolled,60,48
S00194,P12,2025,2,False,Enrolled,60,49
S00195,P06,2025,1,True,Enrolled,60,49
S00196,P05,2021,1,True,Enrolled,60,54
S00196,P05,2022,2,False,Enrolled,60,46
S00196,P05,2023,3,False,Enrolled,50,49
S00196,P05,2024,4,False,Enrolled,60,51
S00196,P05,2025,4,False,Enrolled,50,41
S00197,P05,2021,1,True,Enrolled,50,37
S00198,P11,2022,1,True,Enrolled,60,48
S00198,P11,2023,2,False,Enrolled,50,42
S00198,P11,2024,3,False,Enrolled,60,47
S00199,P05,2024,1,True,Enrolled,60,55
S00199,P05,2025,2,False,Enrolled,60,55
S00200,P08,2022,1,True,Enrolled,50,40
S00200,P08,2023,2,False,Enrolled,60,50
S00200,P08,2024,3,False,Enrolled,50,36
S00200,P08,2025,4,False,Enrolled,60,42
S00201,P06,2021,1,True,Enrolled,60,53
S00201,P06,2022,2,False,Enrolled,60,50
S00201,P06,2023,3,False,Enrolled,50,43
S00201,P06,2024,4,False,Enrolled,50,39
S00201,P06,2025,4,False,Enrolled,60,51
S00202,P12,2022,1,True,Enrolled,60,46
S00202,P12,2023,2,False,Enrolled,60,56
S00203,P02,2021,1,True,Enrolled,60,54
S00203,P02,2022,2,False,Enrolled,60,60
S00203,P02,2023,3,False,Enrolled,50,46
S00204,P06,2022,1,True,Enrolled,50,40
S00204,P06,2023,2,False,Enrolled,50,45
S00204,P01,2024,3,False,Enrolled,60,46
S00204,P01,2025,4,False,Enrolled,60,50
S00205,P02,2022,1,True,Enrolled,60,50
S00205,P11,2023,2,False,Enrolled,60,41
S00205,P11,2024,3,False,Enrolled,60,57
S00205,P11,2025,4,False,Enrolled,60,53
S00206,P07,2021,1,True,Enrolled,60,41
S00206,P07,2022,2,False,Enrolled,60,48
S00206,P07,2023,3,False,Enrolled,50,35
S00206,P12,2024,4,False,Enrolled,60,48
S00207,P05,2024,1,True,Enrolled,60,43
S00208,P01,2022,1,True,Enrolled,50,45
S00208,P01,2023,2,False,Enrolled,60,56
S00208,P01,2024,3,False,Enrolled,60,55
S00208,P01,2025,4,False,Enrolled,60,53
S00209,P11,2024,1,True,Enrolled,60,51
S00209,P11,2025,2,False,Enrolled,60,53
S00210,P05,2024,1,True,Enrolled,60,55
S00211,P06,2025,1,True,Enrolled,60,56
S00212,P05,2021,1,True,Enrolled,60,54
S00212,P05,2022,2,False,Enrolled,60,51
S00212,P11,2023,3,False,Enrolled,60,55
S00212,P11,2024,4,False,Enrolled,60,57
S00212,P11,2025,4,False,Enrolled,60,45
S00213,P06,2022,1,True,Enrolled,60,50
S00213,P06,2023,2,False,Enrolled,60,59
S00213,P06,2024,3,False,Enrolled,60,60
S00214,P01,2025,1,True,Enrolled,60,42
S00215,P10,2025,1,True,Enrolled,60,45
S00216,P05,2022,1,True,Enrolled,60,48
S00216,P05,2023,2,False,Enrolled,50,41
S00216,P05,2024,3,False,Enrolled,60,52
S00216,P05,2025,4,False,Enrolled,60,54
S00217,P09,2021,1,True,Enrolled,50,42
S00217,P09,2022,2,False,Enrolled,60,58
S00217,P09,2023,3,False,Enrolled,60,51
S00217,P09,2024,4,False,Enrolled,60,48
S00217,P09,2025,4,False,Enrolled,60,47
S00218,P01,2025,1,True,Enrolled,50,41
S00219,P07,2021,1,True,Enrolled,50,43
S00220,P11,2025,1,True,Enrolled,60,50
S00221,P05,2025,1,True,Enrolled,60,45
S00222,P03,2022,1,True,Enrolled,60,50
S00223,P02,2025,1,True,Enrolled,50,40
S00224,P11,2023,1,True,Enrolled,50,46
S00224,P11,2024,2,False,Enrolled,60,60
S00224,P11,2025,3,False,Enrolled,50,44
S00225,P04,2025,1,True,Enrolled,60,53
S00226,P12,2023,1,True,Enrolled,60,45
S00226,P12,2024,2,False,Enrolled,50,45
S00226,P05,2025,3,False,Enrolled,60,44
S00227,P04,2021,1,True,Enrolled,60,49
S00227,P04,2022,2,False,Enrolled,50,37
S00227,P04,2023,3,False,Enrolled,60,43
S00227,P04,2024,4,False,Enrolled,60,50
S00227,P04,2025,4,False,Enrolled,60,49
S00228,P06,2024,1,True,Enrolled,60,49
S00228,P06,2025,2,False,Enrolled,60,49
S00229,P06,2021,1,True,Enrolled,60,52
S00229,P06,2022,2,False,Enrolled,60,53
S00229,P06,2023,3,False,Enrolled,60,54
S00229,P06,2024,4,False,Enrolled,60,53
S00229,P06,2025,4,False,Enrolled,60,49
S00230,P01,2025,1,True,Enrolled,60,43
S00231,P07,2023,1,True,Enrolled,50,42
S00231,P07,2024,2,False,Enrolled,60,49
S00231,P07,2025,3,False,Enrolled,50,43
S00232,P08,2021,1,True,Enrolled,60,51
S00232,P08,2022,2,False,Enrolled,50,38
S00232,P08,2023,3,False,Enrolled,50,40
S00232,P08,2024,4,False,Enrolled,60,55
S00232,P08,2025,4,False,Enrolled,60,48
S00233,P09,2022,1,True,Enrolled,50,41
S00234,P06,2025,1,True,Enrolled,60,60
S00235,P10,2022,1,True,Enrolled,60,53
S00236,P09,2025,1,True,Enrolled,50,45
S00237,P03,2021,1,True,Enrolled,60,43
S00237,P03,2022,2,False,Enrolled,60,45
S00237,P03,2023,3,False,Enrolled,50,38
S00238,P05,2023,1,True,Enrolled,60,56
